cval	gain_rate	cumulative_gain_rate	gain_rate_aquatic	cumulative_gain_rate_aquatic	gain_rate_all_aquatic	cumulative_gain_rate_all_aquatic
10	8.030727375121693	7.941144833755102	8.030727375121693	7.941144833755102	8.030727375121693	7.941144833755102
10	2.0821380949138075	2.692858275376549	1.711838426166125	0.7922781862626693	10.381623466759951	1.8385544078868075
10	2.4071119524111833	2.6134824312645404	1.5345393348647407	0.6275656590570788	114.94973044714021	1.0674659317830892
10	7.705479834284375	2.384223557632464	0.6319742218306866	1.2203132980393674	71.66835903316641	3.7578348988070522
10	31.613140530076866	1.8935056582129894	2.172193908717584	0.94138528392464	3.7148096314304877	6.110126484691293
10	2.1923043284275887	1.8341723724811079	2.311316416038156	1.030187754429265	7.727955737409309	5.63926810356113
10	11.762490406090924	0.9801833695898207	2.654690111370518	1.5040456421300272	15.594028578515932	4.0164436944974025
10	8.93888849066154	1.4437113955949772	1.6652052833684268	1.290006526115762	2.3236110995369796	1.6299104314267612
10	85.04264645830456	14.578581530311766	0.7105844436286055	0.7415384020169845	5.334322399680144	2.7513618930365045
10	13.814811219989279	1.2250835196279661	0.9620506486464744	1.0645959719377835	18.450712220193047	2.2006440816497745
10	93.35365450377813	3.9868197516110784	1.767614318485361	1.4044943820224718	66.29643718655878	4.161386183021302
10	2.4288396349743513	1.2272082558876634	2.2971975765651997	1.443740650015143	3.1884685669554824	3.3994181134753485
10	7.664911338510572	4.258632369553108	1.4840508055488972	1.0906338932659565	22.19840128687631	2.409319871021076
10	5.8119799337519895	1.72277648727008	2.4621323488273665	1.406818364882086	3.9055735943334984	2.1480927363296365
10	2.2109414507999747	1.3125957924619798	1.6797006453944319	2.130020714151563	91.17336188704166	6.218057522226821
10	2.9873298376187734	2.8682105020675897	1.8682064350787009	0.9041374051848989	137.44742001259507	2.1600280502247267
10	40.4286411278588	3.960892722615078	2.6010884817960824	1.4490939995608572	36.515963016635574	2.072160936907612
10	10.104118391411344	3.766405192039032	1.4951143755917806	0.6859860749048248	6.834144835112419	3.13725439367909
10	9.45807898022887	2.2683067350588573	2.6760290352193006	1.698540789087259	154.361489611675	2.691487783326254
10	10.934192933771813	2.9563673837116915	3.109356691993564	0.7663950387700463	6.092577751259154	2.069156608371276
10	4.142005027425845	2.6593324788794326	1.1622106906988843	0.8092957936454412	30.231815352094394	9.904178963092507
