cval	avg_intersection
11	0.11685446786781398
11	0.038092351856524966
11	0
11	0.0212984565760944
11	0.005075127072877028
11	0.02512655752717845
11	0.0717191131663905
11	0.14723685318346663
11	0.0860002133594613
11	0
11	0.12911544352907753
11	0.15938235301080084
11	0.04223626891259536
11	0.043884423739477214
11	0.06698724344502432
11	0.037883048443930756
11	0.00889512251931727
11	0.1258933328314209
11	0
11	0.03698122025552332
11	0.035960777948566544
11	0.04812905771904842
11	0.05324870699001816
11	0.04512542417210653
11	0.058206057239829294
11	0.018521880879655474
11	0.06252280940658726
11	0.019142317072728954
11	0.06580231156533715
11	0.012883847933853339
11	0.07916132041674052
11	0.09582238430041429
11	0
11	0.08641201349962364
11	0.08489265850935361
11	0.07967120478655912
11	0
11	0.039431576568061434
11	0
11	0.02696747588013124
11	0.1516327160607907
11	0.06656305647179388
11	0.007636556877440673
11	0.012613786338967125
11	0.027846975021580834
11	0.06781002342913652
11	0.0370193604329836
11	0.04096353250725318
11	0
11	0.013007765130812947
11	0.11220541318094315
11	0.0800254397354013
11	0.02714641082381003
11	0.015641737253967114
11	0
11	0
11	0.1342746670461169
11	0.01934909640863694
11	0.029342322014036266
11	0.003184827542968842
11	0.15127817913194527
11	0.08148546084086702
11	0.06875128368375072
11	0.004117823069592276
11	0.11091155175202616
11	0.009084512875868006
11	0.04440499584048624
11	0.09585309340218255
11	0.07019622225878447
11	0.035724863353520195
11	0
11	0.04208427795673671
11	0.041144584237856316
11	0
11	0.18871609978269724
11	0.07617304403509384
11	0.13229295640844355
11	0.04644559595983448
11	0.03423668655955712
11	0.013403603984109096
11	0.14371174333561465
11	0.12759833949261903
11	0.08639082352214911
11	0.06152148198409938
11	0.009284989677585929
11	0.03660109859716724
11	0.04995772151587935
11	0.04420498442633345
11	0
11	0.04448006209927485
11	0.04386518238862854
11	0.08883817053994536
11	0.07416053694189298
11	0
11	0.24233529535675316
11	0.08244465617944195
11	0.06211659057598731
11	0.015107103692746756
11	0.05820460952537371
11	0.0482958118172584
11	0.024885301754191735
11	0
11	0.05298766393692
11	0
11	0
11	0.0182062909885406
11	0
11	0.16640264321211304
11	0.15326250998364627
11	0.06306345947377184
11	0.005718308864024535
11	0.09900903172067421
11	0.19531687734913866
11	0
11	0.015041233834602633
11	0.011967994475387529
11	0.09037852994301986
11	0.07870600689029228
11	0.020270644936843767
11	0.11246056477999819
11	0.008270653495023471
11	0.012373622761204116
11	0.013303383349165693
11	0.16422788589373744
11	0.17295396699672697
11	0.10610623709255633
11	0.09270149513550396
11	0.019183623200730686
11	0.010165127688923253
11	0.048855905963144625
11	0.033529270118756706
11	0.03665700143036838
11	0.010202889497541959
11	0.08842970195919049
11	0.14799088276338065
11	0.15328712282604748
11	0.07033568544774836
11	0.08304882434108245
11	0.08927027198900342
11	0.03625489524362586
11	0.15933332055911087
11	0.11323359978361916
11	0.07307766015057895
11	0
11	0.09014775635939905
11	0.026944466266287322
11	0
11	0.08204155829931363
11	0.011997287828004567
11	0.03141131786264829
11	0.10671024943234902
11	0.017859159105284086
11	0
11	0.043375353970463666
11	0
11	0.012565399229094625
11	0.10424984487265147
11	0.023194731052638244
11	0.016081611415234995
11	0.2348598280666947
11	0.1430287728044391
11	0.09336277396049292
11	0
11	0.06196914397867912
11	0.02097331047365115
11	0.018628157421571687
11	0.012369898543917478
11	0.03461603083001754
11	0.008490788438959621
11	0.05471043627360679
11	0.013877118852825528
11	0.12753694815756061
11	0
11	0.02169873604695934
11	0.07554970457723158
11	0.057148358417437525
11	0.04563841893770003
11	0.23501509877767585
11	0.05588959527493232
11	0.03801606461570019
11	0.12130650271303567
11	0.08998573127072605
11	0.041435886725763996
11	0
11	0.17703206069762298
11	0.03136082142807656
11	0.08102590017994368
11	0
11	0.1308319234417081
11	0.01925184496037451
11	0.018328983247850383
11	0.230525670049044
11	0.0373256940497652
11	0.10843842989126107
11	0.16460412584080625
11	0.1207043165964282
11	0.036623401131702586
11	0.16917149884794383
11	0.005362085095559598
11	0
11	0.056202258031289115
11	0.03518498291853638
11	0.04651100717705859
11	0.012660021636827508
11	0
11	0.022176192514378367
11	0.043960840292431906
11	0.013808001780486266
11	0.12898000542327853
11	0.049873925600345294
11	0.009483820046369738
11	0.06795799157936676
11	0.025071303038362427
11	0
11	0.049559654647047556
11	0.02689018581566868
11	0.06339953997747629
11	0.03254073555737306
11	0.1129036890705071
11	0
11	0
11	0.011001741380579189
11	0.01779294936772528
11	0.03618329763092609
11	0
11	0
11	0.007530474146673692
11	0
11	0
11	0.019881823339136916
11	0
11	0
11	0.13562141663018745
11	0
11	0.08198262945974628
11	0.028515242869097242
11	0.009429635949750716
11	0.006339545873002727
11	0.041183928133740756
11	0.027786159406883646
11	0.007039752170404333
11	0.15164086775494498
11	0.019647050946519296
11	0.052014553880098166
11	0.015368533423521053
11	0.023564946285706493
11	0.06292495683874495
11	0.07463496722409854
11	0.02290645295516983
11	0.018120694961361077
11	0.09404108017922748
11	0.15633219805713366
11	0.09526917023139106
11	0.010513850134053562
11	0.11014973769519398
11	0
11	0.009948119696206341
11	0
11	0.03879567110736005
11	0
11	0
11	0
11	0.021911838685820473
11	0.10078226330551601
11	0.014983247188084841
11	0.03250902254616483
11	0
11	0
11	0.19161374252186572
11	0.020385319930938107
11	0.02517302022247133
11	0.016902868005392542
11	0.019329924517205034
11	0.12132333241496279
11	0
11	0.04907321020473748
11	0
11	0.02008141734861578
11	0.06213712835737645
11	0.07326155851293556
11	0.04238176994025924
11	0.12758714029921558
11	0.023738995552068865
11	0.023981065533153434
11	0.19208617014360665
11	0.08939030380464962
11	0.01801039883482629
11	0.007536695092651643
11	0.029366436765063876
11	0.13980772262719798
11	0.13877321251258284
11	0.07604118605957454
11	0.08895404709693452
11	0.013361819514338572
11	0.03606616600995534
11	0.02328378288992877
11	0.01788998616718129
11	0.034234230143606506
11	0.051543409009739534
11	0.0404460895910139
11	0
11	0.04756222971404857
11	0.06007235698156563
11	0.0935369910589229
11	0.07094603692448269
11	0.11161210153584673
11	0
11	0.09485161434216863
11	0.04287836135457409
11	0.022000105956371096
11	0.059239227696796924
11	0.06488969643208536
11	0.047604312359302334
11	0
11	0.17620026754313609
11	0.06224237005811773
11	0.05860810008251336
11	0
11	0.09992295191878911
11	0.036001636611213673
11	0.016798982918801834
11	0.04579553445594758
11	0
11	0
11	0.02456411483867884
11	0.0063806979473946795
11	0
11	0.036512215650590776
11	0.011360202154744132
11	0.06620537718237014
11	0.0827803340958549
11	0.013937784903650666
11	0.03487256658056417
11	0.08520431022368301
11	0.05292837132206077
11	0.08507708666230543
11	0.019082807222265474
11	0.01818810591304928
11	0.08826585761819483
11	0.01561616392012306
11	0.07141537219900698
11	0.18410334089403274
11	0.028947700116388777
11	0.015176736285547218
11	0.09410392409403112
11	0.1741041294195768
11	0.2567291598844201
11	0.014610641713420499
11	0.016630618176157335
